id,categoria_id,codigo,patologia
9029,1651,V710,Ocupante de um ônibus traumatizado em colisão com um veículo a pedal - condutor [motorista] traumatizado em um acidente não-de-trânsito
9030,1651,V711,Ocupante de um ônibus traumatizado em colisão com um veículo a pedal - passageiro traumatizado em um acidente não-de-trânsito
9031,1651,V712,Ocupante de um ônibus traumatizado em colisão com um veículo a pedal - pessoa viajando no exterior do veículo traumatizada em um acidente não-de-trânsito
9032,1651,V713,Ocupante de um ônibus traumatizado em colisão com um veículo a pedal - ocupante não especificado de um ônibus traumatizado em um acidente não-de-trânsito
9033,1651,V714,Ocupante de um ônibus traumatizado em colisão com um veículo a pedal - pessoa traumatizado ao subir ou descer do veículo
9034,1651,V715,Ocupante de um ônibus traumatizado em colisão com um veículo a pedal - condutor [motorista] traumatizado em um acidente de trânsito
9035,1651,V716,Ocupante de um ônibus traumatizado em colisão com um veículo a pedal - passageiro traumatizado em um acidente de trânsito
9036,1651,V717,Ocupante de um ônibus traumatizado em colisão com um veículo a pedal - pessoa viajando no exterior do veículo traumatizada em um acidente de trânsito
9037,1651,V719,Ocupante de um ônibus traumatizado em colisão com um veículo a pedal - ocupante não especificado de um ônibus traumatizado em um acidente de trânsito
9038,1652,V720,Ocupante de um ônibus traumatizado em colisão com um outro veículo a motor de duas ou três rodas - condutor [motorista] traumatizado em um acidente não-de-trânsito
9039,1652,V721,Ocupante de um ônibus traumatizado em colisão com um outro veículo a motor de duas ou três rodas - passageiro traumatizado em um acidente não-de-trânsito
9040,1652,V722,Ocupante de um ônibus traumatizado em colisão com um outro veículo a motor de duas ou três rodas - pessoa viajando no exterior do veículo traumatizada em um acidente não-de-trânsito
9041,1652,V723,Ocupante de um ônibus traumatizado em colisão com um outro veículo a motor de duas ou três rodas - ocupante não especificado de um ônibus traumatizado em um acidente não-de-trânsito
9042,1652,V724,Ocupante de um ônibus traumatizado em colisão com um outro veículo a motor de duas ou três rodas - pessoa traumatizado ao subir ou descer do veículo
9043,1652,V725,Ocupante de um ônibus traumatizado em colisão com um outro veículo a motor de duas ou três rodas - condutor [motorista] traumatizado em um acidente de trânsito
9044,1652,V726,Ocupante de um ônibus traumatizado em colisão com um outro veículo a motor de duas ou três rodas - passageiro traumatizado em um acidente de trânsito
9045,1652,V727,Ocupante de um ônibus traumatizado em colisão com um outro veículo a motor de duas ou três rodas - pessoa viajando no exterior do veículo traumatizada em um acidente de trânsito
9046,1652,V729,Ocupante de um ônibus traumatizado em colisão com um outro veículo a motor de duas ou três rodas - ocupante não especificado de um ônibus traumatizado em um acidente de trânsito
9047,1653,V730,Ocupante de um ônibus traumatizado em colisão com um automóvel [carro] ou uma caminhonete - condutor [motorista] traumatizado em um acidente não-de-trânsito
9048,1653,V731,Ocupante de um ônibus traumatizado em colisão com um automóvel [carro] ou uma caminhonete - passageiro traumatizado em um acidente não-de-trânsito
9049,1653,V732,Ocupante de um ônibus traumatizado em colisão com um automóvel [carro] ou uma caminhonete - pessoa viajando no exterior do veículo traumatizada em um acidente não-de-trânsito
9050,1653,V733,Ocupante de um ônibus traumatizado em colisão com um automóvel [carro] ou uma caminhonete - ocupante não especificado de um ônibus traumatizado em um acidente não-de-trânsito
9051,1653,V734,Ocupante de um ônibus traumatizado em colisão com um automóvel [carro] ou uma caminhonete - pessoa traumatizado ao subir ou descer do veículo
9052,1653,V735,Ocupante de um ônibus traumatizado em colisão com um automóvel [carro] ou uma caminhonete - condutor [motorista] traumatizado em um acidente de trânsito
9053,1653,V736,Ocupante de um ônibus traumatizado em colisão com um automóvel [carro] ou uma caminhonete - passageiro traumatizado em um acidente de trânsito
9054,1653,V737,Ocupante de um ônibus traumatizado em colisão com um automóvel [carro] ou uma caminhonete - pessoa viajando no exterior do veículo traumatizada em um acidente de trânsito
9055,1653,V739,Ocupante de um ônibus traumatizado em colisão com um automóvel [carro] ou uma caminhonete - ocupante não especificado de um ônibus traumatizado em um acidente de trânsito
9056,1654,V740,Ocupante de um ônibus traumatizado em colisão com um veículo de transporte pesado ou um ônibus - condutor [motorista] traumatizado em um acidente não-de-trânsito
9057,1654,V741,Ocupante de um ônibus traumatizado em colisão com um veículo de transporte pesado ou um ônibus - passageiro traumatizado em um acidente não-de-trânsito
9058,1654,V742,Ocupante de um ônibus traumatizado em colisão com um veículo de transporte pesado ou um ônibus - pessoa viajando no exterior do veículo traumatizada em um acidente não-de-trânsito
9059,1654,V743,Ocupante de um ônibus traumatizado em colisão com um veículo de transporte pesado ou um ônibus - ocupante não especificado de um ônibus traumatizado em um acidente não-de-trânsito
9060,1654,V744,Ocupante de um ônibus traumatizado em colisão com um veículo de transporte pesado ou um ônibus - pessoa traumatizado ao subir ou descer do veículo
9061,1654,V745,Ocupante de um ônibus traumatizado em colisão com um veículo de transporte pesado ou um ônibus - condutor [motorista] traumatizado em um acidente de trânsito
9062,1654,V746,Ocupante de um ônibus traumatizado em colisão com um veículo de transporte pesado ou um ônibus - passageiro traumatizado em um acidente de trânsito
9063,1654,V747,Ocupante de um ônibus traumatizado em colisão com um veículo de transporte pesado ou um ônibus - pessoa viajando no exterior do veículo traumatizada em um acidente de trânsito
9064,1654,V749,Ocupante de um ônibus traumatizado em colisão com um veículo de transporte pesado ou um ônibus - ocupante não especificado de um ônibus traumatizado em um acidente de trânsito
9065,1655,V750,Ocupante de um ônibus traumatizado em colisão com um trem [comboio] ou um veículo ferroviário - condutor [motorista] traumatizado em um acidente não-de-trânsito
9066,1655,V751,Ocupante de um ônibus traumatizado em colisão com um trem [comboio] ou um veículo ferroviário - passageiro traumatizado em um acidente não-de-trânsito
9067,1655,V752,Ocupante de um ônibus traumatizado em colisão com um trem [comboio] ou um veículo ferroviário - pessoa viajando no exterior do veículo traumatizada em um acidente não-de-trânsito
9068,1655,V753,Ocupante de um ônibus traumatizado em colisão com um trem [comboio] ou um veículo ferroviário - ocupante não especificado de um ônibus traumatizado em um acidente não-de-trânsito
9069,1655,V754,Ocupante de um ônibus traumatizado em colisão com um trem [comboio] ou um veículo ferroviário - pessoa traumatizado ao subir ou descer do veículo
9070,1655,V755,Ocupante de um ônibus traumatizado em colisão com um trem [comboio] ou um veículo ferroviário - condutor [motorista] traumatizado em um acidente de trânsito
9071,1655,V756,Ocupante de um ônibus traumatizado em colisão com um trem [comboio] ou um veículo ferroviário - passageiro traumatizado em um acidente de trânsito
9072,1655,V757,Ocupante de um ônibus traumatizado em colisão com um trem [comboio] ou um veículo ferroviário - pessoa viajando no exterior do veículo traumatizada em um acidente de trânsito
9073,1655,V759,Ocupante de um ônibus traumatizado em colisão com um trem [comboio] ou um veículo ferroviário - ocupante não especificado de um ônibus traumatizado em um acidente de trânsito
9074,1656,V760,Ocupante de um ônibus traumatizado em colisão com outro veículo não-motorizado - condutor [motorista] traumatizado em um acidente não-de-trânsito
9075,1656,V761,Ocupante de um ônibus traumatizado em colisão com outro veículo não-motorizado - passageiro traumatizado em um acidente não-de-trânsito
9076,1656,V762,Ocupante de um ônibus traumatizado em colisão com outro veículo não-motorizado - pessoa viajando no exterior do veículo traumatizada em um acidente não-de-trânsito
9077,1656,V763,Ocupante de um ônibus traumatizado em colisão com outro veículo não-motorizado - ocupante não especificado de um ônibus traumatizado em um acidente não-de-trânsito
9078,1656,V764,Ocupante de um ônibus traumatizado em colisão com outro veículo não-motorizado - pessoa traumatizado ao subir ou descer do veículo
9079,1656,V765,Ocupante de um ônibus traumatizado em colisão com outro veículo não-motorizado - condutor [motorista] traumatizado em um acidente de trânsito
9080,1656,V766,Ocupante de um ônibus traumatizado em colisão com outro veículo não-motorizado - passageiro traumatizado em um acidente de trânsito
9081,1656,V767,Ocupante de um ônibus traumatizado em colisão com outro veículo não-motorizado - pessoa viajando no exterior do veículo traumatizada em um acidente de trânsito
9082,1656,V769,Ocupante de um ônibus traumatizado em colisão com outro veículo não-motorizado - ocupante não especificado de um ônibus traumatizado em um acidente de trânsito
9083,1657,V770,Ocupante de um ônibus traumatizado em colisão com um objeto fixo ou parado - condutor [motorista] traumatizado em um acidente não-de-trânsito
9084,1657,V771,Ocupante de um ônibus traumatizado em colisão com um objeto fixo ou parado - passageiro traumatizado em um acidente não-de-trânsito
9085,1657,V772,Ocupante de um ônibus traumatizado em colisão com um objeto fixo ou parado - pessoa viajando no exterior do veículo traumatizada em um acidente não-de-trânsito
9086,1657,V773,Ocupante de um ônibus traumatizado em colisão com um objeto fixo ou parado - ocupante não especificado de um ônibus traumatizado em um acidente não-de-trânsito
9087,1657,V774,Ocupante de um ônibus traumatizado em colisão com um objeto fixo ou parado - pessoa traumatizado ao subir ou descer do veículo
9088,1657,V775,Ocupante de um ônibus traumatizado em colisão com um objeto fixo ou parado - condutor [motorista] traumatizado em um acidente de trânsito
9089,1657,V776,Ocupante de um ônibus traumatizado em colisão com um objeto fixo ou parado - passageiro traumatizado em um acidente de trânsito
9090,1657,V777,Ocupante de um ônibus traumatizado em colisão com um objeto fixo ou parado - pessoa viajando no exterior do veículo traumatizada em um acidente de trânsito
9091,1657,V779,Ocupante de um ônibus traumatizado em colisão com um objeto fixo ou parado - ocupante não especificado de um ônibus traumatizado em um acidente de trânsito
9092,1658,V780,Ocupante de um ônibus traumatizado em um acidente de transporte sem colisão - condutor [motorista] traumatizado em um acidente não-de-trânsito
9093,1658,V781,Ocupante de um ônibus traumatizado em um acidente de transporte sem colisão - passageiro traumatizado em um acidente não-de-trânsito
9094,1658,V782,Ocupante de um ônibus traumatizado em um acidente de transporte sem colisão - pessoa viajando no exterior do veículo traumatizada em um acidente não-de-trânsito
9095,1658,V783,Ocupante de um ônibus traumatizado em um acidente de transporte sem colisão - ocupante não especificado de um ônibus traumatizado em um acidente não-de-trânsito
9096,1658,V784,Ocupante de um ônibus traumatizado em um acidente de transporte sem colisão - pessoa traumatizado ao subir ou descer do veículo
9097,1658,V785,Ocupante de um ônibus traumatizado em um acidente de transporte sem colisão - condutor [motorista] traumatizado em um acidente de trânsito
9098,1658,V786,Ocupante de um ônibus traumatizado em um acidente de transporte sem colisão - passageiro traumatizado em um acidente de trânsito
9099,1658,V787,Ocupante de um ônibus traumatizado em um acidente de transporte sem colisão - pessoa viajando no exterior do veículo traumatizada em um acidente de trânsito
9100,1658,V789,Ocupante de um ônibus traumatizado em um acidente de transporte sem colisão - ocupante não especificado de um ônibus traumatizado em um acidente de trânsito
9101,1659,V790,"Condutor [motorista] traumatizado em colisão com outros veículos e com veículos não especificados, a motor, em um acidente não-de-trânsito"
9102,1659,V791,"Passageiro traumatizado em colisão com outros veículos e com veículos não especificados, a motor, em um acidente não-de-trânsito"
9103,1659,V792,"Ocupante não especificado de um ônibus traumatizado em colisão com outros veículos e com um veículos não especificados, a motor, em um acidente não-de-trânsito"
9104,1659,V793,Ocupante [qualquer] de um ônibus traumatizado em um acidente não-de-trânsito
9105,1659,V794,"Condutor [motorista] traumatizado em colisão com outros veículos e com veículos não especificados, a motor, em um acidente de trânsito"
9106,1659,V795,"Passageiro traumatizado em colisão com outros veículos e com veículos não especificados, a motor, em um acidente de trânsito"
9107,1659,V796,"Ocupante não especificado de um ônibus traumatizado em colisão com um outros veículos e com um veículos não especificados, a motor, em um acidente de trânsito"
9108,1659,V798,Ocupante [ qualquer] de um ônibus traumatizado em outros acidentes de transporte especificados
9109,1659,V799,Ocupante [qualquer] de um ônibus traumatizado em um acidente de trânsito não especificado
9110,1660,V800,Queda ou ejeção de uma pessoa montada em animal ou ocupante de um veículo a tração animal em um acidente sem colisão
9111,1660,V801,Pessoa montada em animal ou ocupante de um veículo a tração animal traumatizado em colisão com um pedestre ou um animal
9112,1660,V802,Pessoa montada em animal ou ocupante de um veículo a tração animal traumatizado em colisão com um veículo a pedal
9113,1660,V803,Pessoa montada em animal ou ocupante de um veículo a tração animal traumatizado em colisão com um veículo a motor de duas ou três rodas
9114,1660,V804,"Pessoa montada em animal ou ocupante de um veículo a tração animal traumatizado em colisão com um automóvel [carro], uma caminhonete, um veículo de transporte pesado ou um ônibus"
9115,1660,V805,Pessoa montada em animal ou ocupante de um veículo a tração animal traumatizado em colisão com um outro veículo a motor especificado
9116,1660,V806,Pessoa montada em animal ou ocupante de um veículo a tração animal traumatizado em colisão com um trem [comboio] ou um veículo ferroviário
9117,1660,V807,Pessoa montada em animal ou ocupante de um veículo a tração animal traumatizado em colisão com um outro veículo não-motorizado
9118,1660,V808,Pessoa montada em animal ou ocupante de um veículo a tração animal traumatizado em colisão com um objeto fixo ou parado
9119,1660,V809,Pessoa montada em animal ou ocupante de um veículo a tração animal traumatizado em outros acidentes de transporte e em acidentes de transporte não especificados
9120,1661,V810,Ocupante de um trem [comboio] ou de um veículo ferroviário traumatizado em colisão com um veículo a motor em um acidente não-de-trânsito
9121,1661,V811,Ocupante de um trem [comboio] ou de um veículo ferroviário traumatizado em colisão com um veículo a motor em um acidente de trânsito
9122,1661,V812,Ocupante de um trem [comboio] ou de um veículo ferroviário traumatizado em colisão com ou atingido por material rodante
9123,1661,V813,Ocupante de um trem [comboio] ou de um veículo ferroviário traumatizado em colisão com outro objeto
9124,1661,V814,Pessoa traumatizada ao subir ou descer de um trem [comboio] ou de um veículo ferroviário
9125,1661,V815,Ocupante de um trem [comboio] ou de um veículo ferroviário traumatizado devido a uma queda no interior dos mesmos
9126,1661,V816,Ocupante de um trem [comboio] ou de um veículo ferroviário traumatizado devido a uma queda do trem ou do veículo ferroviário
9127,1661,V817,Ocupante de um trem [comboio] ou de um veículo ferroviário traumatizado em razão de um descarrilhamento sem colisão antecedente
9128,1661,V818,Ocupante de um trem [comboio] ou de um veículo ferroviário traumatizado em outro acidente ferroviário especificado
9129,1661,V819,Ocupante de um trem [comboio] ou de um veículo ferroviário traumatizado em um acidente ferroviário não especificado
9130,1662,V820,Ocupante de um bonde [carro elétrico] traumatizado em uma colisão com um veículo a motor em um acidente não-de-trânsito
9131,1662,V821,Ocupante de um bonde [carro elétrico] traumatizado em uma colisão com um veículo a motor em um acidente de trânsito
9132,1662,V822,Ocupante de um bonde [carro elétrico] traumatizado em uma colisão com ou atingido por material rodante
9133,1662,V823,Ocupante de um bonde [carro elétrico] traumatizado em uma colisão com outro objeto
9134,1662,V824,Pessoa traumatizada ao subir ou descer de um bonde [carro elétrico]
9135,1662,V825,Ocupante de um bonde [carro elétrico] traumatizado devido a uma queda no interior do mesmo
9136,1662,V826,Ocupante de um bonde [carro elétrico] traumatizado devido a uma queda do mesmo
9137,1662,V827,Ocupante de um bonde [carro elétrico] traumatizado devido a um descarrilhamento sem colisão antecedente
9138,1662,V828,Ocupante de um bonde [carro elétrico] traumatizado em outros acidentes de transporte especificados
9139,1662,V829,Ocupante de um bonde [carro elétrico] traumatizado em um acidente de trânsito não especificado
9140,1663,V830,Condutor [motorista] de um veículo especial a motor usado principalmente em áreas industrias traumatizado em um acidente de trânsito
9141,1663,V831,Passageiro de um veículo especial a motor usado principalmente em áreas industriais traumatizado em um acidente de trânsito
9142,1663,V832,Pessoa viajando no exterior de um veículo especial a motor usado principalmente em áreas industriais traumatizado em um acidente de trânsito
9143,1663,V833,Ocupante não especificado de um veículo especial a motor usado principalmente em áreas industriais traumatizado em um acidente de trânsito
9144,1663,V834,Pessoa traumatizada ao subir ou descer de um veículo especial a motor usado principalmente em áreas industriais
9145,1663,V835,Condutor [motorista] de um veículo especial a motor usado principalmente em áreas industrias traumatizado em um acidente não-de-trânsito
9146,1663,V836,Passageiro de um veículo especial a motor usado principalmente em áreas industriais traumatizado em um acidente não-de-trânsito
9147,1663,V837,Pessoa viajando no exterior de um veículo especial a motor usado principalmente em áreas industriais traumatizado em um acidente não-de-trânsito
9148,1663,V839,Ocupante não especificado de um veículo especial a motor usado principalmente em áreas industriais traumatizado em um acidente não-de-trânsito
9149,1664,V840,Condutor [motorista] de um veículo especial a motor de uso essencialmente agrícola traumatizado em um acidente de trânsito
9150,1664,V841,Passageiro de um veículo especial a motor de uso essencialmente agrícola traumatizado em um acidente de trânsito
9151,1664,V842,Pessoa viajando no exterior de um veículo especial a motor de uso essencialmente agrícola traumatizado em um acidente de trânsito
9152,1664,V843,Ocupante não especificado de um veículo especial a motor de uso essencialmente agrícola traumatizado em um acidente de trânsito
9153,1664,V844,Pessoa traumatizado ao subir ou descer de um veículo especial a motor de uso essencialmente agrícola
9154,1664,V845,Condutor [motorista] de um veículo especial a motor de uso essencialmente agrícola traumatizado em um acidente não-de-trânsito
9155,1664,V846,Passageiro de um veículo especial a motor de uso essencialmente agrícola traumatizado em um acidente não-de-trânsito
9156,1664,V847,Pessoa viajando no exterior de um veículo especial a motor de uso essencialmente agrícola traumatizado em um acidente não-de-trânsito
9157,1664,V849,Ocupante não especificado de um veículo especial a motor de uso essencialmente agrícola traumatizada em um acidente não-de-trânsito
9158,1665,V850,Condutor [motorista] de um veículo a motor especial de construções traumatizado em um acidente de trânsito
9159,1665,V851,Passageiro de um veículo a motor especial de construções traumatizado em um acidente de trânsito
9160,1665,V852,Pessoa viajando no exterior de um veículo a motor especial de construções traumatizado em um acidente de trânsito
9161,1665,V853,Ocupante não especificado de um veículo a motor especial de construções traumatizado em um acidente de trânsito
9162,1665,V854,Pessoa traumatizada ao subir ou descer de um veículo a motor especial de construções
9163,1665,V855,Condutor [motorista] de um veículo a motor especial de construções traumatizado em um acidente não-de-trânsito
9164,1665,V856,Passageiro de um veículo a motor especial de construções traumatizado em um acidente não-de-trânsito
9165,1665,V857,Pessoa viajando no exterior de um veículo a motor especial de construções traumatizado em um acidente não-de-trânsito
9166,1665,V859,Ocupante não especificado de um veículo a motor especial de construções traumatizado em um acidente não-de-trânsito
9167,1666,V860,"Condutor [motorista] de um veículo especial para qualquer terreno ou de outro veículo a motor projetado essencialmente para uso não em via pública, traumatizado em um acidente de trânsito"
9168,1666,V861,"Passageiro de um veículo especial para qualquer terreno ou de outro veículo a motor projetado essencialmente para uso não em via pública, traumatizado em um acidente de trânsito"
9169,1666,V862,"Pessoa viajando no exterior de um veículo especial para qualquer terreno ou de outro veículo a motor projetado essencialmente para uso não em via pública, traumatizado em um acidente de trânsito"
9170,1666,V863,Ocupante não especificado de um veículo especial para qualquer terreno ou de outro veículo a motor projetado essencialmente para uso não em via pública traumatizado em um acidente de trânsito
9171,1666,V864,Pessoa traumatizada ao subir ou descer de um veículo especial para qualquer terreno ou de outro veículo a motor projetado essencialmente para uso não em via pública
9172,1666,V865,Condutor [motorista] de um veículo especial para qualquer terreno ou de outro veículo a motor projetado essencialmente para uso não em via pública traumatizado em um acidente não-de-trânsito
9173,1666,V866,Passageiro de um veículo especial para qualquer terreno ou de outro veículo a motor projetado essencialmente para uso não em via pública traumatizado em um acidente não-de-trânsito
9174,1666,V867,Pessoa viajando no exterior de um veículo especial para qualquer terreno ou de outro veículo a motor projetado essencialmente para uso não em via pública traumatizado em um acidente não-de-trânsito
9175,1666,V869,Ocupante não especificado de um veículo especial para qualquer terreno ou de outro veículo a motor projetado essencialmente para uso não em via pública traumatizado em um acidente não-de-trânsito
9176,1667,V870,Pessoa traumatizada em uma colisão entre um automóvel [carro] e um veículo a motor de duas ou três rodas (acidente de trânsito)
9177,1667,V871,Pessoa traumatizada em uma colisão entre outro veículo a motor e um veículo a motor de duas ou três rodas (acidente de trânsito)
9178,1667,V872,Pessoa traumatizada em uma colisão entre um automóvel [carro] e uma caminhonete (acidente de trânsito)
9179,1667,V873,Pessoa traumatizada em uma colisão entre um automóvel [carro] e um ônibus (acidente de trânsito)
9180,1667,V874,Pessoa traumatizada em uma colisão entre um automóvel [carro] e um veículo de transporte pesado (acidente de trânsito)
9181,1667,V875,Pessoa traumatizada em uma colisão entre um veículo de transporte pesado e um ônibus (acidente de trânsito)
9182,1667,V876,Pessoa traumatizada em uma colisão entre um trem ou um veículo ferroviário e um automóvel [carro] (acidente de trânsito)
9183,1667,V877,Pessoa traumatizada em uma colisão entre outros veículos a motor especificados (acidente de trânsito)
9184,1667,V878,"Pessoa traumatizada em outros acidentes de transporte especificados com veículo a motor, sem colisão (acidente de trânsito)"
9185,1667,V879,Pessoa traumatizada em outros acidentes de transporte especificados (com colisão) (sem colisão) envolvendo um veículo não-motorizado (acidente de trânsito)
9186,1668,V880,"Pessoa traumatizada em uma colisão entre um automóvel [carro] e um veículo a motor de duas ou três rodas, não-de-trânsito"
9187,1668,V881,"Pessoa traumatizada em uma colisão entre outro veículo a motor e um veículo a motor de duas ou três rodas, não-de-trânsito"
9188,1668,V882,"Pessoa traumatizada em uma colisão entre um automóvel [carro] e uma caminhonete, não-de-trânsito"
9189,1668,V883,"Pessoa traumatizada em uma colisão entre um automóvel [carro] e um ônibus, não-de-trânsito"
9190,1668,V884,"Pessoa traumatizada em uma colisão entre um automóvel [carro] e um veículo de transporte pesado, não-de-trânsito"
9191,1668,V885,"Pessoa traumatizada em uma colisão entre um veículo de transporte pesado e um ônibus, não-de-trânsito"
9192,1668,V886,"Pessoa traumatizada em uma colisão entre um trem ou um veículo ferroviário e um automóvel [carro], não-de-trânsito"
9193,1668,V887,"Pessoa traumatizada em uma colisão entre outros veículos a motor especificados, não-de-trânsito"
9194,1668,V888,"Pessoa traumatizada em outros acidentes de transporte especificados, com um veículo a motor, sem colisão, não-de-trânsito"
9195,1668,V889,"Pessoa traumatizada em outros acidente de transporte especificados (com colisão) (sem colisão), envolvendo um veículo não-motorizado, não-de-trânsito"
9196,1669,V890,"Pessoa traumatizada em um acidente com um veículo a motor não especificado, não-de-trânsito"
9197,1669,V891,"Pessoa traumatizada em um acidente com veículo não-motorizado, não especificado, não-de-trânsito"
9198,1669,V892,Pessoa traumatizada em um acidente de trânsito com um veículo a motor não especificado
9199,1669,V893,"Pessoa traumatizado em um acidente de trânsito com um veículo não-motorizado, não especificado"
9200,1669,V899,Pessoa traumatizada em um acidente com um veículo não especificado
9201,1670,V900,Acidente com embarcação causando afogamento e submersão - navio mercante
9202,1670,V901,Acidente com embarcação causando afogamento e submersão - navio de passageiros
9203,1670,V902,Acidente com embarcação causando afogamento e submersão - barco de pesca
9204,1670,V903,Acidente com embarcação causando afogamento e submersão - outras embarcações a motor
9205,1670,V904,Acidente com embarcação causando afogamento e submersão - barco a vela
9206,1670,V905,Acidente com embarcação causando afogamento e submersão - caiaque ou canoa
9207,1670,V906,Acidente com embarcação causando afogamento e submersão - bote inflável (sem motor)
9208,1670,V907,Acidente com embarcação causando afogamento e submersão - esqui aquático
9209,1670,V908,Acidente com embarcação causando afogamento e submersão - outras embarcações sem motor
9210,1670,V909,Acidente com embarcação causando afogamento e submersão - embarcação não especificada
9211,1671,V910,Acidente com embarcação causando outro tipo de traumatismo - navio mercante
9212,1671,V911,Acidente com embarcação causando outro tipo de traumatismo - navio de passageiros
9213,1671,V912,Acidente com embarcação causando outro tipo de traumatismo - barco de pesca
9214,1671,V913,Acidente com embarcação causando outro tipo de traumatismo - outras embarcações a motor
9215,1671,V914,Acidente com embarcação causando outro tipo de traumatismo - barco a vela
9216,1671,V915,Acidente com embarcação causando outro tipo de traumatismo - caiaque ou canoa
9217,1671,V916,Acidente com embarcação causando outro tipo de traumatismo - bote inflável (sem motor)
9218,1671,V917,Acidente com embarcação causando outro tipo de traumatismo - esqui aquático
9219,1671,V918,Acidente com embarcação causando outro tipo de traumatismo - outras embarcações sem motor
9220,1671,V919,Acidente com embarcação causando outro tipo de traumatismo - embarcação não especificada
9221,1672,V920,Afogamento e submersão relacionados com transporte por água sem acidente com a embarcação - navio mercante
9222,1672,V921,Afogamento e submersão relacionados com transporte por água sem acidente com a embarcação - navio de passageiros
9223,1672,V922,Afogamento e submersão relacionados com transporte por água sem acidente com a embarcação - barco de pesca
9224,1672,V923,Afogamento e submersão relacionados com transporte por água sem acidente com a embarcação - outras embarcações a motor
9225,1672,V924,Afogamento e submersão relacionados com transporte por água sem acidente com a embarcação - barco a vela
9226,1672,V925,Afogamento e submersão relacionados com transporte por água sem acidente com a embarcação - caiaque ou canoa
9227,1672,V926,Afogamento e submersão relacionados com transporte por água sem acidente com a embarcação - bote inflável (sem motor)
9228,1672,V927,Afogamento e submersão relacionados com transporte por água sem acidente com a embarcação - esqui aquático
9229,1672,V928,Afogamento e submersão relacionados com transporte por água sem acidente com a embarcação - outras embarcações sem motor
9230,1672,V929,Afogamento e submersão relacionados com transporte por água sem acidente com a embarcação - embarcação não especificada
9231,1673,V930,"Acidente a bordo de uma embarcação, sem acidente da embarcação e não causando afogamento ou submersão - navio mercante"
9232,1673,V931,"Acidente a bordo de uma embarcação, sem acidente da embarcação e não causando afogamento ou submersão - navio de passageiros"
9233,1673,V932,"Acidente a bordo de uma embarcação, sem acidente da embarcação e não causando afogamento ou submersão - barco de pesca"
9234,1673,V933,"Acidente a bordo de uma embarcação, sem acidente da embarcação e não causando afogamento ou submersão - outras embarcações a motor"
9235,1673,V934,"Acidente a bordo de uma embarcação, sem acidente da embarcação e não causando afogamento ou submersão - barco a vela"
9236,1673,V935,"Acidente a bordo de uma embarcação, sem acidente da embarcação e não causando afogamento ou submersão - caiaque ou canoa"
9237,1673,V936,"Acidente a bordo de uma embarcação, sem acidente da embarcação e não causando afogamento ou submersão - bote inflável (sem motor)"
9238,1673,V937,"Acidente a bordo de uma embarcação, sem acidente da embarcação e não causando afogamento ou submersão - esqui aquático"
9239,1673,V938,"Acidente a bordo de uma embarcação, sem acidente da embarcação e não causando afogamento ou submersão - outras embarcações sem motor"
9240,1673,V939,"Acidente a bordo de uma embarcação, sem acidente da embarcação e não causando afogamento ou submersão - embarcação não especificada"
9241,1674,V940,Outros acidentes de transporte por água e os não especificados - navio mercante
9242,1674,V941,Outros acidentes de transporte por água e os não especificados - navio de passageiros
9243,1674,V942,Outros acidentes de transporte por água e os não especificados - barco de pesca
9244,1674,V943,Outros acidentes de transporte por água e os não especificados - outras embarcações a motor
9245,1674,V944,Outros acidentes de transporte por água e os não especificados - barco a vela
9246,1674,V945,Outros acidentes de transporte por água e os não especificados - caiaque ou canoa
9247,1674,V946,Outros acidentes de transporte por água e os não especificados - bote inflável (sem motor)
9248,1674,V947,Outros acidentes de transporte por água e os não especificados - esqui aquático
9249,1674,V948,Outros acidentes de transporte por água e os não especificados - outras embarcações sem motor
9250,1674,V949,Outros acidentes de transporte por água e os não especificados - embarcação não especificada
9251,1675,V950,Acidente de helicóptero causando traumatismo a ocupante
9252,1675,V951,Acidente de planador motorizado e ultraleve causando traumatismo a ocupante
9253,1675,V952,Acidente de outra aeronave de asa fixa de uso particular causando traumatismo a ocupante
9254,1675,V953,Acidente de aeronave de asa fixa de uso comercial causando traumatismo a ocupante
9255,1675,V954,Acidente de nave espacial causando traumatismo a ocupante
9256,1675,V958,Outros acidente de aeronaves causando traumatismo a ocupante
9257,1675,V959,Acidente de aeronave não especificada causando traumatismo a ocupante
9258,1676,V960,Acidente de balão causando traumatismo a ocupante
9259,1676,V961,Acidente de asa delta causando traumatismo a ocupante
9260,1676,V962,Acidente de planador (não-motorizado) causando traumatismo a ocupante
9261,1676,V968,Outros acidentes de aeronaves não-motorizadas causando traumatismo a ocupante
9262,1676,V969,Acidente não especificado de aeronave não-motorizada causando traumatismo a ocupante
9263,1677,V970,Ocupante de uma aeronave traumatizado em outros acidentes de transporte aéreo especificados
9264,1677,V971,Pessoa traumatizada ao embarcar em ou desembarcar de uma aeronave
9265,1677,V972,Paraquedista traumatizado em acidente de transporte aéreo
9266,1677,V973,Pessoa em terra traumatizada em acidente de transporte aéreo
9267,1677,V978,Outros acidentes de transporte aéreo não classificados em outra parte
9268,1678,V98,Outros acidentes de transporte especificados
9269,1679,V99,Acidente de transporte não especificado
9270,1680,W000,Queda no mesmo nível envolvendo gelo e neve - residência
9271,1680,W001,Queda no mesmo nível envolvendo gelo e neve - habitação coletiva
