id,grupo_id,codigo,descricao
1124,165,O67,Trabalho de parto e parto complicados por hemorragia intraparto não classificados em outra parte
1125,165,O68,Trabalho de parto e parto complicados por sofrimento fetal
1126,165,O69,Trabalho de parto e parto complicados por anormalidade do cordão umbilical
1127,165,O70,Laceração do períneo durante o parto
1128,165,O71,Outros traumatismos obstétricos
1129,165,O72,Hemorragia pós-parto
1130,165,O73,"Retenção da placenta e das membranas, sem hemorragias"
1131,165,O74,Complicações de anestesia durante o trabalho de parto e o parto
1132,165,O75,Outras complicações do trabalho de parto e do parto não classificadas em outra parte
1133,166,O80,Parto único espontâneo
1134,166,O81,Parto único por fórceps ou vácuo-extrator
1135,166,O82,Parto único por cesariana
1136,166,O83,Outros tipos de parto único assistido
1137,166,O84,Parto múltiplo
1138,167,O85,Infecção puerperal
1139,167,O86,Outras infecções puerperais
1140,167,O87,Complicações venosas no puerpério
1141,167,O88,Embolia de origem obstétrica
1142,167,O89,Complicações da anestesia administrada durante o puerpério
1143,167,O90,Complicações do puerpério não classificadas em outra parte
1144,167,O91,Infecções mamárias associadas ao parto
1145,167,O92,Outras afecções da mama e da lactação associadas ao parto
1146,168,O94,"Seqüelas de complicações da gravidez, parto e puerpério"
1147,168,O95,Morte obstétrica de causa não especificada
1148,168,O96,"Morte, por qualquer causa obstétrica, que ocorre mais de 42 dias, mas menos de 1 ano, após o parto"
1149,168,O97,Morte por seqüelas de causas obstétricas diretas
1150,168,O98,"Doenças infecciosas e parasitárias maternas classificáveis em outra parte mas que compliquem a gravidez, o parto e o puerpério"
1151,168,O99,"Outras doenças da mãe, classificadas em outra parte, mas que complicam a gravidez o parto e o puerpério"
1152,169,P00,"Feto e recém-nascido afetados por afecções maternas, não obrigatoriamente relacionadas com a gravidez atual"
1153,169,P01,Feto e recém-nascido afetados por complicações maternas da gravidez
1154,169,P02,"Feto e recém-nascido afetados por complicações da placenta, do cordão umbilical e das membranas"
1155,169,P03,Feto e recém-nascido afetados por outras complicações do trabalho de parto e do parto
1156,169,P04,Feto e recém-nascido afetados por influências nocivas transmitidas ao feto via placenta ou leite materno
1157,170,P05,Crescimento fetal retardado e desnutrição fetal
1158,170,P07,Transtornos relacionados com a gestação de curta duração e peso baixo ao nascer não classificados em outra parte
1159,170,P08,Transtornos relacionados com a gestação prolongada e peso elevado ao nascer
1160,171,P10,Laceração intracraniana e hemorragia devidas a traumatismo de parto
1161,171,P11,Outros traumatismos de parto do sistema nervoso central
1162,171,P12,Lesão do couro cabeludo devida a traumatismo de parto
1163,171,P13,Lesões do esqueleto devidas a traumatismo de parto
1164,171,P14,Lesões ao nascer do sistema nervoso periférico
1165,171,P15,Outros traumatismos de parto
1166,172,P20,Hipóxia intra-uterina
1167,172,P21,Asfixia ao nascer
1168,172,P22,Desconforto (angústia) respiratório(a) do recém-nascido
1169,172,P23,Pneumonia congênita
1170,172,P24,Síndrome de aspiração neonatal
1171,172,P25,Enfisema intersticial e afecções correlatas originadas no período perinatal
1172,172,P26,Hemorragia pulmonar originada no período perinatal
1173,172,P27,Doença respiratória crônica originada no período perinatal
1174,172,P28,Outras afecções respiratórias originadas no período perinatal
1175,172,P29,Transtornos cardiovasculares originados no período perinatal
1176,173,P35,Doenças virais congênitas
1177,173,P36,Septicemia bacteriana do recém-nascido
1178,173,P37,Outras doenças infecciosas e parasitárias congênitas
1179,173,P38,Onfalite do recém-nascido com ou sem hemorragia leve
1180,173,P39,Outras infecções específicas do período perinatal
1181,174,P50,Perda sangüínea fetal
1182,174,P51,Hemorragia umbilical do recém-nascido
1183,174,P52,Hemorragia intracraniana não-traumática do feto e do recém-nascido
1184,174,P53,Doença hemorrágica do feto e do recém-nascido
1185,174,P54,Outras hemorragias neonatais
1186,174,P55,Doença hemolítica do feto e do recém-nascido
1187,174,P56,Hidropsia fetal devida a doença hemolítica
1188,174,P57,Kernicterus
1189,174,P58,Icterícia neonatal devida a outras hemólises excessivas
1190,174,P59,Icterícia neonatal devida a outras causas e às não especificadas
1191,174,P60,Coagulação intravascular disseminada do feto e do recém-nascido
1192,174,P61,Outros transtornos hematológicos perinatais
1193,175,P70,Transtornos transitórios do metabolismo dos carboidratos específicos do feto e do recém-nascido
1194,175,P71,Transtornos transitórios do metabolismo do cálcio e do magnésio do período neonatal
1195,175,P72,Outros transtornos endócrinos transitórios do período neonatal
1196,175,P74,Outros distúrbios eletrolíticos e metabólicos transitórios do período neonatal
1197,176,P75,Íleo meconial
1198,176,P76,Outras obstruções intestinais do recém-nascido
1199,176,P77,Enterocolite necrotizante do feto e do recém-nascido
1200,176,P78,Outros transtornos do aparelho digestivo do período perinatal
1201,177,P80,Hipotermia do recém-nascido
1202,177,P81,Outros distúrbios da regulação térmica do recém-nascido
1203,177,P83,Outras afecções comprometendo o tegumento específicas do feto e do recém-nascido
1204,178,P90,Convulsões do recém-nascido
1205,178,P91,Outros distúrbios da função cerebral do recém-nascido
1206,178,P92,Problemas de alimentação do recém-nascido
1207,178,P93,Reações e intoxicações devidas a drogas administradas ao feto e ao recém-nascido
1208,178,P94,Transtornos do tônus muscular do recém-nascido
1209,178,P95,Morte fetal de causa não especificada
1210,178,P96,Outras afecções originadas no período perinatal
1211,179,Q00,Anencefalia e malformações similares
1212,179,Q01,Encefalocele
1213,179,Q02,Microcefalia
1214,179,Q03,Hidrocefalia congênita
1215,179,Q04,Outras malformações congênitas do cérebro
1216,179,Q05,Espinha bífida
1217,179,Q06,Outras malformações congênitas da medula espinhal
1218,179,Q07,Outras malformações congênitas do sistema nervoso
1219,180,Q10,"Malformações congênitas das pálpebras, do aparelho lacrimal e da órbita"
1220,180,Q11,"Anoftalmia, microftalmia e macroftalmia"
1221,180,Q12,Malformações congênitas do cristalino
1222,180,Q13,Malformações congênitas da câmara anterior do olho
1223,180,Q14,Malformações congênitas da câmara posterior do olho
1224,180,Q15,Outras malformações congênitas do olho
1225,180,Q16,Malformações congênitas do ouvido causando comprometimento da audição
1226,180,Q17,Outras malformações congênitas da orelha
1227,180,Q18,Outras malformações congênitas da face e do pescoço
1228,181,Q20,Malformações congênitas das câmaras e das comunicações cardíacas
1229,181,Q21,Malformações congênitas dos septos cardíacos
1230,181,Q22,Malformações congênitas das valvas pulmonar e tricúspide
1231,181,Q23,Malformações congênitas das valvas aórtica e mitral
1232,181,Q24,Outras malformações congênitas do coração
1233,181,Q25,Malformações congênitas das grandes artérias
1234,181,Q26,Malformações congênitas das grandes veias
1235,181,Q27,Outras malformações congênitas do sistema vascular periférico
1236,181,Q28,Outras malformações congênitas do aparelho circulatório
1237,182,Q30,Malformação congênita do nariz
1238,182,Q31,Malformações congênitas da laringe
1239,182,Q32,Malformações congênitas da traquéia e dos brônquios
1240,182,Q33,Malformações congênitas do pulmão
1241,182,Q34,Outras malformações congênitas do aparelho respiratório
1242,183,Q35,Fenda palatina
1243,183,Q36,Fenda labial
1244,183,Q37,Fenda labial com fenda palatina
1245,184,Q38,"Outras malformações congênitas da língua, da boca e da faringe"
1246,184,Q39,Malformações congênitas do esôfago
1247,184,Q40,Outras malformações congênitas do trato digestivo superior
1248,184,Q41,"Ausência, atresia e estenose congênita do intestino delgado"
1249,184,Q42,"Ausência, atresia e estenose congênita do cólon"
1250,184,Q43,Outras malformações congênitas do intestino
1251,184,Q44,"Malformações congênitas da vesícula biliar, das vias biliares e do fígado"
1252,184,Q45,Outras malformações congênitas do aparelho digestivo
1253,185,Q50,"Malformações congênitas dos ovários, das trompas de Falópio e dos ligamentos largos"
1254,185,Q51,Malformações congênitas do útero e do colo do útero
1255,185,Q52,Outras malformações congênitas dos órgãos genitais femininos
1256,185,Q53,Testículo não-descido
1257,185,Q54,Hipospádias
1258,185,Q55,Outras malformações congênitas dos órgãos genitais masculinos
1259,185,Q56,Sexo indeterminado e pseudo-hermafroditismo
1260,186,Q60,Agenesia renal e outros defeitos de redução do rim
1261,186,Q61,Doenças císticas do rim
1262,186,Q62,Anomalias congênitas obstrutivas da pelve renal e malformações congênitas do ureter
1263,186,Q63,Outras malformações congênitas do rim
1264,186,Q64,Outras malformações congênitas do aparelho urinário
1265,187,Q65,Malformações congênitas do quadril
1266,187,Q66,Deformidades congênitas do pé
1267,187,Q67,"Deformidades osteomusculares congênitas da cabeça, da face, da coluna e do tórax"
1268,187,Q68,Outras deformidades osteomusculares congênitas
1269,187,Q69,Polidactilia
1270,187,Q70,Sindactilia
1271,187,Q71,"Defeitos, por redução, do membro superior"
1272,187,Q72,"Defeitos, por redução, do membro inferior"
1273,187,Q73,Defeitos por redução de membro não especificado
1274,187,Q74,Outras malformações congênitas dos membros
1275,187,Q75,Outras malformações congênitas dos ossos do crânio e da face
1276,187,Q76,Malformações congênitas da coluna vertebral e dos ossos do tórax
1277,187,Q77,Osteocondrodisplasia com anomalias de crescimento dos ossos longos e da coluna vertebral
1278,187,Q78,Outras osteocondrodisplasias
1279,187,Q79,Malformações congênitas do sistema osteomuscular não classificadas em outra parte
1280,188,Q80,Ictiose congênita
1281,188,Q81,Epidermólise bolhosa
1282,188,Q82,Outras malformações congênitas da pele
1283,188,Q83,Malformações congênitas da mama
1284,188,Q84,Outras malformações congênitas do tegumento
1285,188,Q85,Facomatoses não classificadas em outra parte
1286,188,Q86,"Síndromes com malformações congênitas devidas a causas exógenas conhecidas, não classificadas em outra parte"
1287,188,Q87,Outras síndromes com malformações congênitas que acometem múltiplos sistemas
1288,188,Q89,Outras malformações congênitas não classificadas em outra parte
1289,189,Q90,Síndrome de Down
1290,189,Q91,Síndrome de Edwards e síndrome de Patau
1291,189,Q92,"Outras trissomias e trissomias parciais dos autossomos, não classificadas em outra parte"
1292,189,Q93,"Monossomias e deleções dos autossomos, não classificadas em outra parte"
1293,189,Q95,"Rearranjos equilibrados e marcadores estruturais, não classificados em outra parte"
1294,189,Q96,Síndrome de Turner
1295,189,Q97,"Outras anomalias dos cromossomos sexuais, fenótipo feminino, não classificadas em outra parte"
1296,189,Q98,"Outras anomalias dos cromossomos sexuais, fenótipo masculino, não classificadas em outra parte"
1297,189,Q99,"Outras anomalias dos cromossomos, não classificadas em outra parte"
1298,190,R00,Anormalidades do batimento cardíaco
1299,190,R01,Sopros e outros ruídos cardíacos
1300,190,R02,Gangrena não classificada em outra parte
1301,190,R03,Valor anormal da pressão arterial sem diagnóstico
1302,190,R04,Hemorragia das vias respiratórias
1303,190,R05,Tosse
1304,190,R06,Anormalidades da respiração
1305,190,R07,Dor de garganta e no peito
1306,190,R09,Outros sintomas e sinais relativos aos aparelhos circulatório e respiratório
1307,191,R10,Dor abdominal e pélvica
1308,191,R11,Náusea e vômitos
1309,191,R12,Pirose
1310,191,R13,Disfagia
1311,191,R14,Flatulência e afecções correlatas
1312,191,R15,Incontinência fecal
1313,191,R16,Hepatomegalia e esplenomegalia não classificadas em outra parte
1314,191,R17,Icterícia não especificada
1315,191,R18,Ascite
1316,191,R19,Outros sintomas e sinais relativos ao aparelho digestivo e ao abdome
1317,192,R20,Distúrbios da sensibilidade cutânea
1318,192,R21,Eritema e outras erupções cutâneas não especificadas
1319,192,R22,"Tumefação, massa ou tumoração localizadas da pele e do tecido subcutâneo"
1320,192,R23,Outras alterações cutâneas
1321,193,R25,Movimentos involuntários anormais
1322,193,R26,Anormalidades da marcha e da mobilidade
1323,193,R27,Outros distúrbios da coordenação
1324,193,R29,Outros sintomas e sinais relativos aos sistemas nervoso e osteomuscular
1325,194,R30,Dor associada à micção
1326,194,R31,Hematúria não especificada
1327,194,R32,Incontinência urinária não especificada
1328,194,R33,Retenção urinária
1329,194,R34,Anúria e oligúria
1330,194,R35,Poliúria
1331,194,R36,Secreção uretral
1332,194,R39,Outros sintomas e sinais relativos ao aparelho urinário
1333,195,R40,"Sonolência, estupor e coma"
1334,195,R41,Outros sintomas e sinais relativos à função cognitiva e à consciência
1335,195,R42,Tontura e instabilidade
1336,195,R43,Distúrbios do olfato e do paladar
1337,195,R44,Outros sintomas e sinais relativos às sensações e às percepções gerais
1338,195,R45,Sintomas e sinais relativos ao estado emocional
1339,195,R46,Sintomas e sinais relativos à aparência e ao comportamento
1340,196,R47,Distúrbios da fala não classificados em outra parte
1341,196,R48,"Dislexia e outras disfunções simbólicas, não classificadas em outra parte"
1342,196,R49,Distúrbios da voz
1343,197,R50,Febre de origem desconhecida e de outras origens
1344,197,R51,Cefaléia
1345,197,R52,Dor não classificada em outra parte
1346,197,R53,"Mal estar, fadiga"
1347,197,R54,Senilidade
1348,197,R55,Síncope e colapso
1349,197,R56,"Convulsões, não classificadas em outra parte"
1350,197,R57,Choque não classificado em outra parte
1351,197,R58,Hemorragia não classificada em outra parte
1352,197,R59,Aumento de volume dos gânglios linfáticos
1353,197,R60,Edema não classificado em outra parte
1354,197,R61,Hiperidrose
1355,197,R62,Retardo do desenvolvimento fisiológico normal
1356,197,R63,Sintomas e sinais relativos à ingestão de alimentos e líquidos
1357,197,R64,Caquexia
1358,197,R68,Outros sintomas e sinais gerais
1359,197,R69,Causas desconhecidas e não especificadas de morbidade
1360,198,R70,Velocidade de hemossedimentação elevada e outras anormalidades da viscosidade plasmática
1361,198,R71,Anormalidade das hemácias
1362,198,R72,Anormalidade dos leucócitos não classificada em outra parte
1363,198,R73,Aumento da glicemia
1364,198,R74,Anormalidades dos níveis de enzimas séricas
1365,198,R75,Evidência laboratorial do vírus da imunodeficiência humana [HIV]
1366,198,R76,Outros achados imunológicos anormais no soro
1367,198,R77,Outras anormalidades das proteínas plasmáticas
1368,198,R78,Presença de drogas e de outras substâncias normalmente não encontradas no sangue
1369,198,R79,Outros achados anormais de exames químicos do sangue
1370,199,R80,Proteinúria isolada
1371,199,R81,Glicosúria
1372,199,R82,Outros achados anormais na urina
1373,200,R83,Achados anormais no líquido cefalorraquidiano
1374,200,R84,Achados anormais de material proveniente dos órgãos respiratórios e do tórax
1375,200,R85,Achados anormais de material proveniente dos órgãos digestivos e da cavidade abdominal
1376,200,R86,Achados anormais de material proveniente dos órgãos genitais masculinos
1377,200,R87,Achados anormais de material proveniente dos órgãos genitais femininos
1378,200,R89,"Achados anormais de material proveniente de outros órgãos, aparelhos, sistemas e tecidos"
1379,201,R90,Resultados anormais de exames para diagnóstico por imagem do sistema nervoso central
1380,201,R91,"Achados anormais, de exames para diagnóstico por imagem, do pulmão"
1381,201,R92,"Achados anormais, de exames para diagnóstico por imagem, da mama"
1382,201,R93,Achados anormais de exames para diagnóstico por imagem de outras estruturas do corpo
1383,201,R94,Resultados anormais de estudos de função
1384,202,R95,Síndrome da morte súbita na infância
1385,202,R96,Outras mortes súbitas de causa desconhecida
1386,202,R98,Morte sem assistência
1387,202,R99,Outras causas mal definidas e as não especificadas de mortalidade
1388,203,S00,Traumatismo superficial da cabeça
1389,203,S01,Ferimento da cabeça
1390,203,S02,Fratura do crânio e dos ossos da face
1391,203,S03,"Luxação, entorse ou distensão das articulações e dos ligamentos da cabeça"
1392,203,S04,Traumatismo dos nervos cranianos
1393,203,S05,Traumatismo do olho e da órbita ocular
1394,203,S06,Traumatismo intracraniano
1395,203,S07,Lesões por esmagamento da cabeça
1396,203,S08,Amputação traumática de parte da cabeça
1397,203,S09,Outros traumatismos da cabeça e os não especificados
1398,204,S10,Traumatismo superficial do pescoço
1399,204,S11,Ferimento do pescoço
1400,204,S12,Fratura do pescoço
1401,204,S13,"Luxação, entorse ou distensão das articulações e dos ligamentos do pescoço"
1402,204,S14,Traumatismo de nervos e da medula espinhal ao nível cervical
1403,204,S15,Traumatismo dos vasos sangüíneos ao nível do pescoço
1404,204,S16,Traumatismo de tendões e de músculos do pescoço
1405,204,S17,Lesões por esmagamento do pescoço
1406,204,S18,Amputação traumática ao nível do pescoço
1407,204,S19,Outros traumatismos do pescoço e os não especificados
1408,205,S20,Traumatismo superficial do tórax
1409,205,S21,Ferimento do tórax
1410,205,S22,"Fratura de costela(s), esterno e coluna torácica"
1411,205,S23,"Luxação, entorse e distensão de articulações e dos ligamentos do tórax"
1412,205,S24,Traumatismos de nervos e da medula espinhal ao nível do tórax
1413,205,S25,Traumatismo de vasos sangüíneos do tórax
1414,205,S26,Traumatismo do coração
1415,205,S27,Traumatismo de outros órgãos intratorácicos e dos não especificados
1416,205,S28,Lesão por esmagamento do tórax e amputação traumática de parte do tórax
1417,205,S29,Outros traumatismos do tórax e os não especificados
1418,206,S30,"Traumatismo superficial do abdome, do dorso e da pelve"
1419,206,S31,"Ferimento do abdome, do dorso e da pelve"
1420,206,S32,Fratura da coluna lombar e da pelve
1421,206,S33,"Luxação, entorse ou distensão das articulações e dos ligamentos da coluna lombar e da pelve"
1422,206,S34,"Traumatismo dos nervos e da medula lombar ao nível do abdome, do dorso e da pelve"
1423,206,S35,"Traumatismo de vasos sangüíneos ao nível do abdome, do dorso e da pelve"
1424,206,S36,Traumatismo de órgãos intra-abdominais
1425,206,S37,Traumatismo do aparelho urinário e de órgãos pélvicos
1426,206,S38,"Lesão por esmagamento e amputação traumática de parte do abdome, do dorso e da pelve"
1427,206,S39,"Outros traumatismos e os não especificados do abdome, do dorso e da pelve"
1428,207,S40,Traumatismo superficial do ombro e do braço
1429,207,S41,Ferimento do ombro e do braço
1430,207,S42,Fratura do ombro e do braço
1431,207,S43,"Luxação, entorse e distensão das articulações e dos ligamentos da cintura escapular"
1432,207,S44,Traumatismo de nervos ao nível do ombro e do braço
1433,207,S45,Traumatismo dos vasos sangüíneos ao nível do ombro e do braço
1434,207,S46,Traumatismo de tendão e músculo ao nível do ombro e do braço
1435,207,S47,Lesão por esmagamento do ombro e do braço
1436,207,S48,Amputação traumática do ombro e do braço
1437,207,S49,Outros traumatismos e os não especificados do ombro e do braço
1438,208,S50,Traumatismo superficial do cotovelo e do antebraço
1439,208,S51,Ferimento do antebraço
1440,208,S52,Fratura do antebraço
1441,208,S53,"Luxação, entorse e distensão das articulações e dos ligamentos do cotovelo"
1442,208,S54,Traumatismo de nervos ao nível do antebraço
1443,208,S55,Traumatismo de vasos sangüíneos ao nível do antebraço
1444,208,S56,Traumatismo do músculo e tendão ao nível do antebraço
1445,208,S57,Lesão por esmagamento do antebraço
1446,208,S58,Amputação traumática do cotovelo e do antebraço
1447,208,S59,Outros traumatismos do antebraço e os não especificados
1448,209,S60,Traumatismo superficial do punho e da mão
1449,209,S61,Ferimento do punho e da mão
1450,209,S62,Fratura ao nível do punho e da mão
1451,209,S63,"Luxação, entorse e distensão das articulações e dos ligamentos ao nível do punho e da mão"
1452,209,S64,Traumatismo de nervos ao nível do punho e da mão
1453,209,S65,Traumatismo de vasos sangüíneos ao nível do punho e da mão
1454,209,S66,Traumatismo de músculo e tendão ao nível do punho e da mão
1455,209,S67,Lesão por esmagamento do punho e da mão
1456,209,S68,Amputação traumática ao nível do punho e da mão
1457,209,S69,Outros traumatismos e os não especificados do punho e da mão
1458,210,S70,Traumatismo superficial do quadril e da coxa
1459,210,S71,Ferimento do quadril e da coxa
1460,210,S72,Fratura do fêmur
1461,210,S73,"Luxação, entorse e distensão da articulação e dos ligamentos do quadril"
1462,210,S74,Traumatismo de nervos ao nível do quadril e da coxa
1463,210,S75,Traumatismo de vasos sangüíneos ao nível do quadril e da coxa
1464,210,S76,Traumatismo de músculo e de tendão ao nível do quadril e da coxa
1465,210,S77,Lesão por esmagamento do quadril e da coxa
1466,210,S78,Amputação traumática do quadril e da coxa
1467,210,S79,Outros traumatismos e os não especificados do quadril e da coxa
1468,211,S80,Traumatismo superficial da perna
1469,211,S81,Ferimento da perna
1470,211,S82,"Fratura da perna, incluindo tornozelo"
1471,211,S83,"Luxação, entorse e distensão das articulações e dos ligamentos do joelho"
1472,211,S84,Traumatismo de nervos periféricos da perna
1473,211,S85,Traumatismo de vasos sangüíneos da perna
1474,211,S86,Traumatismos de músculo e de tendão ao nível da perna
1475,211,S87,Traumatismo por esmagamento da perna
1476,211,S88,Amputação traumática da perna
1477,211,S89,Outros traumatismos e os não especificados da perna
1478,212,S90,Traumatismo superficial do tornozelo e do pé
1479,212,S91,Ferimentos do tornozelo e do pé
1480,212,S92,Fratura do pé (exceto do tornozelo)
1481,212,S93,"Luxação, entorse e distensão das articulações e dos ligamentos ao nível do tornozelo e do pé"
1482,212,S94,Traumatismo dos nervos ao nível do tornozelo e do pé
1483,212,S95,Traumatismo de vasos sangüíneos ao nível do tornozelo e do pé
1484,212,S96,Traumatismos do músculo e tendão ao nível do tornozelo e do pé
1485,212,S97,Lesão por esmagamento do tornozelo e do pé
1486,212,S98,Amputação traumática do tornozelo e do pé
1487,212,S99,Outros traumatismos e os não especificados do tornozelo e do pé
1488,213,T00,Traumatismos superficiais envolvendo múltiplas regiões do corpo
1489,213,T01,Ferimentos envolvendo múltiplas regiões do corpo
1490,213,T02,Fraturas envolvendo múltiplas regiões do corpo
1491,213,T03,"Luxações, entorses e distensões envolvendo regiões múltiplas do corpo"
1492,213,T04,Traumatismos por esmagamento envolvendo múltiplas regiões do corpo
1493,213,T05,Amputações traumáticas envolvendo múltiplas regiões do corpo
1494,213,T06,"Outros traumatismos envolvendo regiões múltiplas do corpo, não classificados em outra parte"
1495,213,T07,Traumatismos múltiplos não especificados
1496,214,T08,"Fratura da coluna, nível não especificado"
1497,214,T09,"Outros traumatismos de coluna e tronco, nível não especificado"
1498,214,T10,"Fratura do membro superior, nível não especificado"
1499,214,T11,"Outros traumatismos de membro superior, nível não especificado"
1500,214,T12,"Fratura do membro inferior, nível não especificado"
1501,214,T13,"Outros traumatismos de membro inferior, nível não especificado"
1502,214,T14,Traumatismo de região não especificada do corpo
1503,215,T15,Corpo estranho na parte externa do olho
1504,215,T16,Corpo estranho no ouvido
1505,215,T17,Corpo estranho no trato respiratório
1506,215,T18,Corpo estranho no aparelho digestivo
1507,215,T19,Corpo estranho no trato geniturinário
1508,216,T20,Queimadura e corrosão da cabeça e pescoço
1509,216,T21,Queimadura e corrosão do tronco
1510,216,T22,"Queimadura e corrosão do ombro e membro superior, exceto punho e mão"
1511,216,T23,Queimadura e corrosão do punho e da mão
1512,216,T24,"Queimadura e corrosão do quadril e membro inferior, exceto tornozelo e do pé"
1513,216,T25,Queimadura e corrosão do tornozelo e do pé
1514,216,T26,Queimadura e corrosão limitadas ao olho e seus anexos
1515,216,T27,Queimadura e corrosão do trato respiratório
1516,216,T28,Queimadura e corrosão de outros órgãos internos
1517,216,T29,Queimaduras e corrosões de múltiplas regiões do corpo
1518,216,T30,"Queimadura e corrosão, parte não especificada do corpo"
1519,216,T31,Queimaduras classificadas segundo a extensão da superfície corporal atingida
1520,216,T32,Corrosões classificadas segundo a extensão da superfície corporal atingida
1521,220,T33,Geladura superficial
1522,220,T34,Geladura com necrose de tecidos
1523,220,T35,Geladura de múltiplas partes do corpo e das não especificadas
1524,221,T36,Intoxicação por antibióticos sistêmicos
1525,221,T37,Intoxicação por outras substâncias antiinfecciosas ou antiparasitárias sistêmicas
1526,221,T38,"Intoxicação por hormônios, seus substitutos sintéticos e seus antagonistas não classificados em outra parte"
1527,221,T39,"Intoxicação por analgésicos, antipiréticos e anti-reumáticos não-opiáceos"
1528,221,T40,Intoxicação por narcóticos e psicodislépticos [alucinógenos]
1529,221,T41,Intoxicação por anestésicos e gases terapêuticos
1530,221,T42,"Intoxicação por antiepilépticos, sedativos-hipnóticos e antiparkinsonianos"
1531,221,T43,Intoxicação por drogas psicotrópicas não classificadas em outra parte
1532,221,T44,Intoxicação por drogas que afetam principalmente o sistema nervoso autônomo
1533,221,T45,"Intoxicação por substâncias de ação essencialmente sistêmica e substâncias hematológicas, não classificadas em outra parte"
1534,221,T46,Intoxicação por substâncias que atuam primariamente sobre o aparelho circulatório
1535,221,T47,Intoxicação por substâncias que atuam primariamente sobre o aparelho gastrointestinal
1536,221,T48,Intoxicação por substâncias que atuam primariamente sobre os músculos lisos e esqueléticos e sobre o aparelho respiratório
1537,221,T49,"Intoxicação por substâncias de uso tópico que atuam primariamente sobre a pele e as mucosas e por medicamentos utilizados em oftalmologia, otorrinolaringologia e odontologia"
1538,221,T50,"Intoxicação por diuréticos e outras drogas, medicamentos e substâncias biológicas e as não especificadas"
1539,222,T51,Efeito tóxico do álcool
1540,222,T52,Efeito tóxico de solventes orgânicos
1541,222,T53,Efeito tóxico de derivados halogênicos de hidrocarbonetos alifáticos e aromáticos
1542,222,T54,Efeito tóxico de corrosivos
1543,222,T55,Efeito tóxico de sabões e detergentes
1544,222,T56,Efeito tóxico de metais
1545,222,T57,Efeito tóxico de outras substâncias inorgânicas
1546,222,T58,Efeito tóxico do monóxido de carbono
1547,222,T59,"Efeito tóxico de outros gases, fumaças e vapores"
1548,222,T60,Efeito tóxico de pesticidas
1549,222,T61,Efeito tóxico de substâncias nocivas consumidas como fruto do mar
1550,222,T62,Efeito tóxico de outras substâncias nocivas ingeridas como alimento
1551,222,T63,Efeito tóxico de contato com animais venenosos
1552,222,T64,Efeito tóxico da aflatoxina e de outras micotoxinas contaminantes de alimentos
1553,222,T65,Efeito tóxico de outras substâncias e as não especificadas
1554,223,T66,Efeitos não especificados de radiação
1555,223,T67,Efeitos do calor e da luz
1556,223,T68,Hipotermia
1557,223,T69,Outros efeitos da temperatura reduzida
1558,223,T70,Efeitos da pressão atmosférica e da pressão da água
1559,223,T71,Asfixia
1560,223,T73,Efeitos de outras privações
1561,223,T74,Síndromes de maus tratos
1562,223,T75,Efeitos de outras causas externas
1563,223,T78,Efeitos adversos não classificados em outra parte
1564,224,T79,Algumas complicações precoces dos traumatismos não classificadas em outra parte
1565,225,T80,"Complicações conseqüentes à infusão, transfusão ou injeção terapêutica"
1566,225,T81,Complicações de procedimentos não classificadas em outra parte
1567,225,T82,"Complicações de dispositivos protéticos, implantes e enxertos cardíacos e vasculares"
1568,225,T83,"Complicações de dispositivos protéticos, implantes e enxertos geniturinários internos"
1569,225,T84,"Complicações de dispositivos protéticos, implantes e enxertos ortopédicos internos"
1570,225,T85,"Complicações de outros dispositivos protéticos, implantes e enxertos internos"
1571,225,T86,Falha e rejeição de órgãos e tecidos transplantados
1572,225,T87,Complicações próprias de reimplante e amputação
1573,225,T88,Outras complicações de cuidados médicos e cirúrgicos não classificadas em outra parte
1574,226,T90,Seqüelas de traumatismo da cabeça
1575,226,T91,Seqüelas de traumatismos do pescoço e do tronco
1576,226,T92,Seqüelas de traumatismos do membro superior
1577,226,T93,Seqüelas de traumatismos do membro inferior
1578,226,T94,Seqüelas de traumatismos envolvendo múltiplas regiões do corpo e as não especificadas
1579,226,T95,"Seqüelas de queimaduras, corrosões e geladuras"
1580,226,T96,"Seqüelas de intoxicação por drogas, medicamentos e substâncias biológicas"
1581,226,T97,Seqüelas de efeitos tóxicos de substâncias de origem predominantemente não-medicinal
1582,226,T98,Seqüelas de outros efeitos de causas externas e dos não especificados
1583,227,V01,Pedestre traumatizado em colisão com um veículo a pedal
1584,227,V02,Pedestre traumatizado em colisão com um veículo a motor de duas ou três rodas
1585,227,V03,"Pedestre traumatizado em colisão com um automóvel [carro], ""pick up"" ou caminhonete"
1586,227,V04,Pedestre traumatizado em colisão com um veículo de transporte pesado ou com um ônibus
1587,227,V05,Pedestre traumatizado em colisão com trem [comboio] ou um veículo ferroviário
1588,227,V06,Pedestre traumatizado em colisão com outro veículo não-motorizado
1589,227,V09,Pedestre traumatizado em outros acidentes de transporte e em acidentes de transporte não especificados
1590,227,V10,Ciclista traumatizado em colisão com um pedestre ou um animal
1591,227,V11,Ciclista traumatizado em colisão com outro veículo a pedal
1592,227,V12,Ciclista traumatizado em colisão com um veículo a motor de duas ou três rodas
1593,227,V13,"Ciclista traumatizado em colisão com um automóvel, ""pick up"" ou caminhonete"
1594,227,V14,Ciclista traumatizado em colisão com um veículo de transporte pesado ou um ônibus
1595,227,V15,Ciclista traumatizado em colisão com um trem ou um veículo ferroviário
